event_id,timestamp_utc,source,event_type,severity,confidence,user,host_or_asset,src_ip,dest_ip,dest_domain,action,outcome,message,entity,is_external_src_ip
EVT-00301,2026-01-20T05:35:56Z,DNS,NXDOMAIN,Medium,0.76,h.lee,VDI-129,192.168.181.19,,intranet.corp.local,Query,Resolved,Security-relevant event observed.,user,0
EVT-00302,2026-01-20T05:37:36Z,CloudTrail,AccessKey.Created,Critical,0.64,b.harris,Azure,172.22.188.174,,,Cloud,Success,Security-relevant event observed.,user,0
EVT-00303,2026-01-20T05:48:09Z,VPN,VPN.Connect,Informational,0.39,r.kim,SRV-085,172.24.47.96,,,Auth,Success,VPN session established.,user,0
EVT-00304,2026-01-20T05:52:09Z,Proxy,Category.Block,Informational,0.28,j.smith,DC-136,198.51.100.235,192.0.2.29,microsoft.com,GET,Allowed,Security-relevant event observed.,user,1
EVT-00305,2026-01-20T05:53:38Z,VPN,VPN.Connect,High,0.54,d.miller,MAIL-187,198.51.100.15,,,Auth,Success,VPN session established.,user,1
EVT-00306,2026-01-20T05:54:55Z,Okta,Password.Reset,Low,0.62,svc-ci,AWS,10.201.191.204,,,Auth,Success,Security-relevant event observed.,service_account,0
EVT-00307,2026-01-20T05:59:12Z,CloudTrail,AccessKey.Created,Low,0.83,m.patel,O365,10.108.161.55,,,Cloud,Success,Security-relevant event observed.,user,0
EVT-00308,2026-01-20T06:03:24Z,AzureAD,Signin.Failed,Informational,0.63,svc-deploy,AWS,10.194.78.190,,,Auth,Failure,Cloud sign-in failed.,service_account,0
EVT-00309,2026-01-20T06:07:18Z,CloudTrail,CloudWatch.AlarmDisabled,Medium,0.72,p.singh,Azure,192.168.128.174,,,Cloud,Success,Security-relevant event observed.,user,0
EVT-00310,2026-01-20T06:07:40Z,EDR,Ransomware.Blocked,Informational,0.56,d.miller,VDI-188,192.168.164.61,,,Endpoint,Blocked,Security-relevant event observed.,user,0
EVT-00311,2026-01-20T06:12:15Z,Okta,Password.Reset,High,0.6,t.jones,Azure,10.63.78.78,172.23.177.243,,Auth,Success,Security-relevant event observed.,user,0
EVT-00312,2026-01-20T06:17:15Z,Firewall,Connection.Denied,Informational,0.33,m.patel,O365,192.168.86.83,192.0.2.75,,Network,Blocked,Connection denied by firewall policy.,user,0
EVT-00313,2026-01-20T06:20:39Z,Okta,Policy.Change,Informational,0.36,d.miller,AWS,192.168.54.238,,,Auth,Success,Security-relevant event observed.,user,0
EVT-00314,2026-01-20T06:28:43Z,VPN,VPN.Failed,High,0.42,a.chen,VDI-103,10.142.179.165,,,Auth,Failure,VPN authentication failed.,user,0
EVT-00315,2026-01-20T06:28:47Z,O365,File.ShareExternal,Medium,0.7,s.nguyen,CorpNet,203.0.113.210,,onedrive.com,Access,Success,Security-relevant event observed.,user,1
EVT-00316,2026-01-20T06:34:42Z,DNS,DGA.Suspected,Informational,0.37,c.taylor,DC-070,10.69.55.40,172.30.160.105,microsoft.com,Query,Resolved,Security-relevant event observed.,user,0
EVT-00317,2026-01-20T06:36:10Z,Okta,Login.Success,Informational,0.84,h.lee,O365,172.27.164.100,,,Auth,Success,User authenticated successfully.,user,0
EVT-00318,2026-01-20T06:38:56Z,CloudTrail,S3.PutObject,Informational,0.34,d.miller,CorpNet,10.80.225.107,,,Cloud,Success,Security-relevant event observed.,user,0
EVT-00319,2026-01-20T06:40:07Z,Okta,Login.Success,Low,0.74,b.harris,CorpNet,192.0.2.136,10.130.104.85,,Auth,Success,User authenticated successfully.,user,1
EVT-00320,2026-01-20T06:41:12Z,Proxy,URL.Blocked,Informational,0.59,k.brown,LAP-022,198.51.100.251,192.0.2.197,okta.com,POST,Allowed,Web request blocked by policy.,user,1
EVT-00321,2026-01-20T06:48:11Z,O365,SharePoint.Access,Low,0.75,t.jones,AWS,192.0.2.39,,office.com,Access,Success,Security-relevant event observed.,user,1
EVT-00322,2026-01-20T06:50:25Z,Proxy,Upload,Critical,0.72,j.smith,API-104,10.115.153.176,198.51.100.168,intranet.corp.local,GET,Allowed,Upload via web proxy.,user,0
EVT-00323,2026-01-20T06:51:55Z,Firewall,GeoIP.Block,Informational,0.59,c.taylor,CorpNet,203.0.113.184,203.0.113.30,,Network,Blocked,Security-relevant event observed.,user,1
EVT-00324,2026-01-20T06:54:30Z,AzureAD,Signin.Failed,Critical,0.4,k.brown,AWS,10.88.78.195,,,Auth,Failure,Cloud sign-in failed.,user,0
EVT-00325,2026-01-20T07:00:46Z,EmailGateway,URL.Rewrite,Medium,0.48,it-admin,API-030,10.72.115.221,,corp.local,Outbound,Delivered,Security-relevant event observed.,privileged_user,0
EVT-00326,2026-01-20T07:00:57Z,Firewall,Connection.Allowed,Informational,0.87,c.taylor,O365,192.168.66.145,203.0.113.202,,Network,Allowed,Connection allowed by firewall policy.,user,0
EVT-00327,2026-01-20T07:06:37Z,AzureAD,ImpossibleTravel,High,0.57,a.chen,AWS,192.0.2.128,,,Auth,Success,Security-relevant event observed.,user,1
EVT-00328,2026-01-20T07:07:12Z,VPN,VPN.NewDevice,Low,0.42,t.jones,DC-116,10.141.248.161,,,Auth,Success,Security-relevant event observed.,user,0
EVT-00329,2026-01-20T07:17:12Z,Proxy,URL.Allowed,Low,0.64,p.singh,API-106,10.74.8.67,192.0.2.240,zoom.us,GET,Allowed,Web request allowed.,user,0
EVT-00330,2026-01-20T07:18:22Z,DNS,HighEntropy.Subdomain,Low,0.4,n.davis,DC-147,203.0.113.77,192.168.17.129,jira.corp.local,Query,NXDOMAIN,Security-relevant event observed.,user,1
EVT-00331,2026-01-20T07:20:20Z,Proxy,Download,Critical,0.51,g.thomas,DC-182,172.16.188.85,192.0.2.29,office.com,POST,Allowed,File downloaded via web proxy.,user,0
EVT-00332,2026-01-20T07:22:15Z,Firewall,GeoIP.Block,Low,0.43,i.clark,CorpNet,192.0.2.113,198.51.100.157,,Network,Blocked,Security-relevant event observed.,user,1
EVT-00333,2026-01-20T07:23:00Z,DNS,HighEntropy.Subdomain,High,0.82,v.ali,WS-185,192.168.79.20,,zoom.us,Query,Resolved,Security-relevant event observed.,user,0
EVT-00334,2026-01-20T07:23:08Z,AzureAD,Role.Assignment,Informational,0.56,f.robinson,AWS,192.168.136.8,192.168.158.236,,Auth,Success,Security-relevant event observed.,user,0
EVT-00335,2026-01-20T07:26:36Z,EDR,Process.Suspicious,Low,0.28,v.ali,API-194,192.0.2.209,,,Endpoint,Observed,Suspicious process behavior observed.,user,1
EVT-00336,2026-01-20T07:28:08Z,CloudTrail,S3.PutObject,Informational,0.53,n.davis,Azure,203.0.113.127,,,Cloud,Success,Security-relevant event observed.,user,1
EVT-00337,2026-01-20T07:29:15Z,EmailGateway,Outbound.Spam,High,0.51,m.patel,SRV-155,192.168.113.164,,outlook.com,Inbound,Delivered,Security-relevant event observed.,user,0
EVT-00338,2026-01-20T07:30:21Z,Proxy,TLS.SNI.Mismatch,High,0.46,b.harris,MAIL-082,172.17.35.61,192.0.2.176,microsoft.com,POST,Allowed,Security-relevant event observed.,user,0
EVT-00339,2026-01-20T07:31:23Z,Okta,Login.Success,High,0.56,g.thomas,AWS,198.51.100.153,10.206.61.242,,Auth,Success,User authenticated successfully.,user,1
EVT-00340,2026-01-20T07:38:39Z,AzureAD,ImpossibleTravel,Informational,0.33,t.jones,O365,192.0.2.173,,,Auth,Success,Security-relevant event observed.,user,1
EVT-00341,2026-01-20T07:44:24Z,CloudTrail,EC2.SecurityGroupChange,Informational,0.75,a.chen,CorpNet,192.0.2.45,,,Cloud,Success,Security-relevant event observed.,user,1
EVT-00342,2026-01-20T07:48:12Z,O365,OneDrive.MassDownload,Informational,0.49,o.martin,O365,10.143.16.46,,onedrive.com,Access,Success,Security-relevant event observed.,user,0
EVT-00343,2026-01-20T07:48:19Z,Proxy,URL.Blocked,Medium,0.66,r.kim,SRV-199,192.168.186.246,198.51.100.96,zoom.us,GET,Allowed,Web request blocked by policy.,user,0
EVT-00344,2026-01-20T07:50:50Z,Proxy,Download,High,0.39,k.brown,API-044,192.168.58.136,192.0.2.50,slack.com,GET,Allowed,File downloaded via web proxy.,user,0
